Timestamp,CurrentRPM,RotaryCurrentRPM,rotary_feedbackRPM,CurrentDirection,FeedbackRPM_Left,FeedbackRPM_Right,LeftBtn,RightBtn,Seafty_switch,DirectionBtn,temp_sesnor_1,temp_sesnor_2,temp_sesnor_3,Mode,BMS1_BatteryVoltage,BMS1_Current,BMS1_SOH,BMS1_Cycles,BMS1_Capacity,BMS1_MOSFET_Temperature,BMS2_BatteryVoltage,BMS2_Current,BMS2_SOH,BMS2_Cycles,BMS2_Capacity,BMS2_MOsSFET_Temperature
2025-10-07 17:40:22.891,1226.0,0.0,0.0,1,0.0,0.0,0,0,0,0,,,,0,5276,0.0,100,93,45000,32,5314,6.5499,100,93,45000,36
2025-10-07 17:40:23.141,1226.0,0.0,0.0,1,55.2,100.0,0,0,0,0,,,,0,5276,0.0,100,93,45000,32,5314,6.5499,100,93,45000,36
2025-10-07 17:40:23.392,1226.0,0.0,0.0,1,54.4,97.6,0,0,0,0,,,,0,5276,0.0,100,93,45000,32,5314,6.5499,100,93,45000,36
2025-10-07 17:40:23.642,1226.0,0.0,0.0,1,54.4,96.8,0,0,0,0,,,,0,5276,0.0,100,93,45000,32,5314,6.5499,100,93,45000,36
2025-10-07 17:40:23.893,1226.0,0.0,0.0,1,0.0,0.0,0,0,0,0,,,,0,5276,0.0,100,93,45000,32,5314,6.5499,100,93,45000,36
2025-10-07 17:40:24.143,1226.0,0.0,0.0,1,0.0,0.0,0,0,0,0,,,,0,5276,0.0,100,93,45000,32,5314,6.5499,100,93,45000,36
2025-10-07 17:40:24.394,1226.0,0.0,0.0,1,0.0,0.0,0,0,0,0,,,,0,5276,0.0,100,93,45000,32,5314,6.5499,100,93,45000,36
2025-10-07 17:40:24.645,1226.0,0.0,0.0,1,0.0,0.0,0,0,0,0,,,,0,5276,0.0,100,93,45000,32,5314,6.5467,100,93,45000,36
2025-10-07 17:40:24.895,1226.0,0.0,0.0,1,0.0,0.0,0,0,0,0,,,,0,5276,0.0,100,93,45000,32,5314,6.5467,100,93,45000,36
2025-10-07 17:40:25.146,1226.0,0.0,0.0,1,0.0,0.0,0,0,0,0,27.5,38.69,39.31,0,5276,0.0,100,93,45000,32,5314,6.5467,100,93,45000,36
2025-10-07 17:40:25.398,1226.0,0.0,0.0,1,0.0,0.0,0,0,0,0,27.5,38.69,39.31,0,5276,0.0,100,93,45000,32,5314,6.5467,100,93,45000,36
2025-10-07 17:40:25.649,1226.0,0.0,0.0,1,0.0,0.0,0,0,0,0,27.5,38.69,39.31,0,5276,0.0,100,93,45000,32,5314,6.5467,100,93,45000,36
2025-10-07 17:40:25.900,1226.0,0.0,0.0,1,0.0,0.0,0,0,0,0,27.5,38.69,39.31,0,5277,0.0,100,93,45000,32,5314,6.5467,100,93,45000,36
2025-10-07 17:40:26.150,1226.0,0.0,0.0,1,0.0,0.0,0,0,0,0,27.5,38.69,39.31,0,5277,0.0,100,93,45000,32,5314,6.550000000000001,100,93,45000,36
2025-10-07 17:40:26.400,1226.0,0.0,0.0,1,0.0,0.0,0,0,0,0,27.5,38.69,39.31,0,5277,0.0,100,93,45000,32,5314,6.550000000000001,100,93,45000,36
2025-10-07 17:40:26.651,1226.0,0.0,0.0,1,0.0,0.0,0,0,0,0,27.5,38.69,39.31,0,5277,0.0,100,93,45000,32,5314,6.550000000000001,100,93,45000,36
2025-10-07 17:40:26.901,1226.0,0.0,0.0,1,0.0,0.0,0,0,0,0,27.5,38.69,39.31,0,5277,0.0,100,93,45000,32,5314,6.550000000000001,100,93,45000,36
2025-10-07 17:40:27.152,1226.0,0.0,0.0,1,0.0,0.0,0,0,0,0,27.5,38.69,39.31,0,5277,0.0,100,93,45000,32,5314,6.550000000000001,100,93,45000,36
2025-10-07 17:40:27.402,1226.0,0.0,0.0,1,0.0,0.0,0,0,0,0,27.5,38.69,39.31,0,5277,0.0,100,93,45000,32,5314,6.550000000000001,100,93,45000,36
2025-10-07 17:40:27.653,1226.0,0.0,0.0,1,0.0,0.0,0,0,0,0,27.5,38.69,39.31,0,5277,0.0,100,93,45000,32,5314,6.550000000000001,100,93,45000,36
2025-10-07 17:40:27.903,1226.0,0.0,0.0,1,0.0,0.0,0,0,0,0,27.5,38.69,39.31,0,5277,0.0,100,93,45000,32,5314,6.550000000000001,100,93,45000,36
2025-10-07 17:40:28.154,1226.0,0.0,0.0,1,0.0,0.0,0,0,0,0,27.5,38.69,39.31,0,5277,0.0,100,93,45000,32,5314,6.550000000000001,100,93,45000,36
2025-10-07 17:40:28.405,1226.0,0.0,0.0,1,0.0,0.0,0,0,0,0,27.5,38.69,39.31,0,5277,0.0,100,93,45000,32,5314,6.550000000000001,100,93,45000,36
2025-10-07 17:40:28.655,1226.0,0.0,0.0,1,0.0,0.0,0,0,0,0,27.5,38.75,39.31,0,5277,0.0,100,93,45000,32,5314,6.550000000000001,100,93,45000,36
2025-10-07 17:40:28.906,1226.0,0.0,0.0,1,0.0,0.0,0,0,0,0,27.5,38.75,39.31,0,5276,0.0,100,93,45000,32,5314,6.550000000000001,100,93,45000,36
2025-10-07 17:40:29.156,1226.0,0.0,0.0,1,0.0,0.0,0,0,0,0,27.5,38.75,39.31,0,5276,0.0,100,93,45000,32,5315,6.5501000000000005,100,93,45000,36
2025-10-07 17:40:29.409,1226.0,0.0,0.0,1,0.0,0.0,0,0,0,0,27.5,38.75,39.31,0,5276,0.0,100,93,45000,32,5315,6.5501000000000005,100,93,45000,36
2025-10-07 17:40:29.660,1226.0,0.0,0.0,1,0.0,0.0,0,0,0,0,27.5,38.75,39.31,0,5276,0.0,100,93,45000,32,5315,6.5501000000000005,100,93,45000,36
2025-10-07 17:40:29.910,1226.0,0.0,0.0,1,0.0,0.0,0,0,0,0,27.5,38.75,39.31,0,5276,0.0,100,93,45000,32,5315,6.5501000000000005,100,93,45000,36
2025-10-07 17:40:30.161,1226.0,0.0,0.0,1,0.0,0.0,0,0,0,0,27.5,38.75,39.31,0,5276,0.0,100,93,45000,32,5315,6.5501000000000005,100,93,45000,36
2025-10-07 17:40:30.413,1226.0,0.0,0.0,1,0.0,0.0,0,0,0,0,27.5,38.75,39.31,0,5277,0.0,100,93,45000,32,5315,6.5501000000000005,100,93,45000,36
2025-10-07 17:40:30.663,1226.0,0.0,0.0,1,0.0,0.0,0,0,0,0,27.5,38.75,39.31,0,5277,0.0,100,93,45000,32,5314,6.5501000000000005,100,93,45000,36
2025-10-07 17:40:30.914,1226.0,0.0,0.0,1,0.0,0.0,0,0,0,0,27.5,38.75,39.31,0,5277,0.0,100,93,45000,32,5314,6.5501000000000005,100,93,45000,36
2025-10-07 17:40:31.164,1165.6,0.0,0.0,1,0.0,0.0,0,0,1,0,27.5,38.75,39.31,0,5277,0.0,100,93,45000,32,5314,6.5501000000000005,100,93,45000,36
2025-10-07 17:40:31.416,1172.2,0.0,0.0,1,77.2,13.4,0,0,1,0,27.5,38.75,39.31,0,5277,0.0,100,93,45000,32,5314,6.5501000000000005,100,93,45000,36
2025-10-07 17:40:31.667,1176.0,0.0,0.0,1,164.2,106.0,0,0,1,0,27.5,38.75,39.31,0,5277,0.0,100,93,45000,32,5314,6.5501000000000005,100,93,45000,36
2025-10-07 17:40:31.917,1178.8,0.0,0.0,1,198.0,149.8,0,0,1,0,27.5,38.75,39.31,0,5277,0.0,100,93,45000,32,5314,6.5501000000000005,100,93,45000,36
2025-10-07 17:40:32.168,1179.2,0.0,0.0,1,875.6,429.8,0,0,1,0,27.5,38.75,39.31,0,5277,0.0,100,93,45000,32,5309,6.5501000000000005,100,93,45000,36
2025-10-07 17:40:32.418,1193.2,0.0,0.0,1,1139.0,793.0,0,0,1,0,27.5,38.75,39.31,0,5277,0.0,100,93,45000,32,5309,6.5501000000000005,100,93,45000,36
2025-10-07 17:40:32.668,1194.4,0.0,0.0,1,1112.6,1049.0,0,0,1,0,27.5,38.75,39.31,0,5277,0.0,100,93,45000,32,5309,6.5501000000000005,100,93,45000,36
2025-10-07 17:40:32.919,1197.2,0.0,0.0,1,1087.0,1082.8,0,0,1,0,27.5,38.75,39.31,0,5277,0.0,100,93,45000,32,5309,6.5501000000000005,100,93,45000,36
2025-10-07 17:40:33.169,1195.8,0.0,0.0,1,1087.0,1078.4,0,0,1,0,27.5,38.75,39.31,0,5277,0.0,100,93,45000,32,5309,6.5501000000000005,100,93,45000,36
2025-10-07 17:40:33.421,1191.8,0.0,0.0,1,1000.6,1056.0,0,0,1,0,27.5,38.75,39.31,0,5276,0.0,100,93,45000,32,5309,6.5501000000000005,100,93,45000,36
2025-10-07 17:40:33.671,1196.6,0.0,0.0,1,988.0,1031.4,0,0,1,0,27.5,38.75,39.31,0,5276,0.0,100,93,45000,32,5303,6.518000000000001,100,93,45000,36
2025-10-07 17:40:33.922,1197.6,0.0,0.0,1,982.0,1006.0,0,0,1,0,27.5,38.75,39.31,0,5276,0.0,100,93,45000,32,5303,6.518000000000001,100,93,45000,36
2025-10-07 17:40:34.172,1199.4,0.0,0.0,1,980.0,995.8,0,0,1,0,27.5,38.75,39.31,0,5276,0.0,100,93,45000,32,5303,6.518000000000001,100,93,45000,36
